Wavelength (Å),Sum,He I (9.8e-01),He II (2.2e-04),Ne I (9.9e-03),Ne II (1.1e-04),Ne III (3.7e-15),Ar I (2.8e-03),Ar II (7.2e-03),Ar III (7.6e-08)
666,4.451e-2,,,4.138e-2,,,,3.131e-3,
667,3.102e-2,,,2.578e-2,,,,5.239e-3,
668,2.456e-2,,,1.587e-2,,,,8.687e-3,
669,2.393e-2,,,9.658e-3,,,,1.427e-2,
670,2.905e-2,,,5.815e-3,,,,2.323e-2,
671,4.096e-2,,,3.476e-3,,,,3.748e-2,
672,6.200e-2,,,2.087e-3,,,,5.991e-2,
673,9.620e-2,,,1.298e-3,,,,9.490e-2,
674,1.499e-1,,,9.023e-4,,,,1.490e-1,
675,2.325e-1,,,7.929e-4,,,,2.317e-1,
676,3.581e-1,,,9.382e-4,,,,3.571e-1,
677,5.469e-1,,,1.377e-3,,,,5.455e-1,
678,8.280e-1,,,2.225e-3,,,,8.258e-1,
679,1.242e+0,,,3.708e-3,,,,1.239e+0,
680,1.848e+0,,,6.204e-3,,,,1.841e+0,
681,2.723e+0,,,1.033e-2,,,,2.713e+0,
682,3.978e+0,,,1.706e-2,,,,3.961e+0,
683,5.759e+0,,,2.792e-2,,,,5.731e+0,
684,8.264e+0,,,4.530e-2,,,,8.219e+0,
685,1.175e+1,,,7.283e-2,,,,1.168e+1,
686,1.657e+1,,,1.160e-1,,,,1.645e+1,
687,2.315e+1,,,1.831e-1,,,,2.296e+1,
688,3.206e+1,,,2.862e-1,,,,3.177e+1,
689,4.400e+1,,,4.435e-1,,,,4.356e+1,
690,5.987e+1,,,6.808e-1,,,,5.919e+1,
691,8.076e+1,,,1.035e+0,,,,7.972e+1,
692,1.080e+2,,,1.561e+0,,,,1.064e+2,
693,1.431e+2,,,2.330e+0,,,,1.408e+2,
694,1.880e+2,,,3.448e+0,,,,1.846e+2,
695,2.450e+2,,,5.054e+0,,,,2.399e+2,
696,3.163e+2,,,7.341e+0,,,,3.090e+2,
697,4.050e+2,,,1.056e+1,,,,3.945e+2,
698,5.142e+2,,,1.507e+1,,,,4.991e+2,
699,6.472e+2,,,2.129e+1,,,,6.259e+2,
700,8.078e+2,,,2.980e+1,,,,7.780e+2,
701,9.998e+2,,,4.133e+1,,,,9.584e+2,
702,1.227e+3,,,5.681e+1,,,,1.170e+3,
703,1.494e+3,,,7.737e+1,,,,1.416e+3,
704,1.803e+3,,,1.044e+2,,,,1.699e+3,
705,2.159e+3,,,1.396e+2,,,,2.020e+3,
706,2.565e+3,,,1.849e+2,,,,2.380e+3,
707,3.022e+3,,,2.427e+2,,,,2.779e+3,
708,3.533e+3,,,3.157e+2,,,,3.217e+3,
709,4.098e+3,,,4.068e+2,,,,3.691e+3,
710,4.717e+3,,,5.194e+2,,,,4.198e+3,
711,5.389e+3,,,6.572e+2,,,,4.731e+3,
712,6.110e+3,,,8.240e+2,,,,5.286e+3,
713,6.877e+3,,,1.024e+3,,,,5.853e+3,
714,7.684e+3,,,1.260e+3,,,,6.424e+3,
715,8.525e+3,,,1.537e+3,,,,6.989e+3,
716,9.393e+3,,,1.857e+3,,,,7.536e+3,
717,1.028e+4,,,2.224e+3,,,,8.054e+3,
718,1.117e+4,,,2.639e+3,,,,8.533e+3,
719,1.206e+4,,,3.103e+3,,,,8.960e+3,
720,1.294e+4,,,3.615e+3,,,,9.327e+3,
721,1.380e+4,,,4.174e+3,,,,9.624e+3,
722,1.462e+4,,,4.775e+3,,,,9.843e+3,
723,1.539e+4,,,5.413e+3,,,,9.979e+3,
724,1.611e+4,,,6.081e+3,,,,1.003e+4,
725,1.676e+4,,,6.770e+3,,,,9.993e+3,
726,1.734e+4,,,7.468e+3,,,,9.871e+3,
727,1.783e+4,,,8.163e+3,,,,9.665e+3,
728,1.823e+4,,,8.843e+3,,,,9.383e+3,
729,1.852e+4,,,9.493e+3,,,,9.031e+3,
730,1.872e+4,,,1.010e+4,,,,8.618e+3,
731,1.880e+4,,,1.065e+4,,,,8.154e+3,
732,1.877e+4,,,1.112e+4,,,,7.650e+3,
733,1.864e+4,,,1.152e+4,,,,7.117e+3,
734,1.839e+4,,,1.182e+4,,,,6.566e+3,
735,1.803e+4,,,1.202e+4,,,,6.008e+3,
736,1.757e+4,,,1.212e+4,,,,5.452e+3,
737,1.701e+4,,,1.210e+4,,,,4.907e+3,
738,1.637e+4,,,1.199e+4,,,,4.380e+3,
739,1.564e+4,,,1.176e+4,,,,3.879e+3,
740,1.485e+4,,,1.144e+4,,,,3.408e+3,
741,1.400e+4,,,1.103e+4,,,,2.971e+3,
742,1.311e+4,,,1.054e+4,,,,2.570e+3,
743,1.219e+4,,,9.987e+3,,,,2.206e+3,
744,1.126e+4,,,9.379e+3,,,,1.880e+3,
745,1.032e+4,,,8.731e+3,,,,1.590e+3,
746,9.392e+3,,,8.057e+3,,,,1.335e+3,
747,8.485e+3,,,7.372e+3,,,,1.113e+3,
748,7.608e+3,,,6.687e+3,,,,9.213e+2,
749,6.771e+3,,,6.013e+3,,,,7.575e+2,
750,5.980e+3,,,5.362e+3,,,,6.187e+2,
751,5.242e+3,,,4.740e+3,,,,5.020e+2,
752,4.560e+3,,,4.155e+3,,,,4.048e+2,
753,3.937e+3,,,3.612e+3,,,,3.244e+2,
754,3.372e+3,,,3.114e+3,,,,2.584e+2,
755,2.867e+3,,,2.662e+3,,,,2.046e+2,
756,2.418e+3,,,2.257e+3,,,,1.611e+2,
757,2.024e+3,,,1.898e+3,,,,1.261e+2,
758,1.681e+3,,,1.583e+3,,,,9.822e+1,
759,1.385e+3,,,1.309e+3,,,,7.608e+1,
760,1.133e+3,,,1.074e+3,,,,5.863e+1,
761,9.195e+2,,,8.745e+2,,,,4.494e+1,
762,7.405e+2,,,7.062e+2,,,,3.428e+1,
763,5.917e+2,,,5.657e+2,,,3.614e-12,2.601e+1,
764,4.693e+2,,,4.496e+2,,,7.187e-12,1.964e+1,
765,3.693e+2,,,3.545e+2,,,1.447e-11,1.475e+1,
766,2.884e+2,,,2.774e+2,,,2.840e-11,1.102e+1,
767,2.235e+2,,,2.153e+2,,,5.537e-11,8.194e+0,6.546e-18
768,1.719e+2,,,1.659e+2,,,1.072e-10,6.059e+0,1.296e-17
769,1.313e+2,,,1.268e+2,,,2.064e-10,4.456e+0,2.547e-17
770,9.944e+1,,,9.618e+1,,,3.944e-10,3.259e+0,5.238e-17
771,7.477e+1,,,7.240e+1,,,7.520e-10,2.370e+0,1.018e-16
772,5.579e+1,,,5.408e+1,,,1.419e-9,1.714e+0,1.964e-16
773,4.132e+1,,,4.009e+1,,,2.658e-9,1.231e+0,3.897e-16
774,3.037e+1,,,2.949e+1,,,4.950e-9,8.795e-1,7.458e-16
775,2.216e+1,,,2.153e+1,,,9.154e-9,6.242e-1,1.413e-15
776,1.604e+1,,,1.560e+1,,,1.682e-8,4.401e-1,2.661e-15
777,1.153e+1,,,1.122e+1,,,3.069e-8,3.082e-1,4.981e-15
778,8.219e+0,,,8.005e+0,,,5.563e-8,2.144e-1,9.256e-15
779,5.816e+0,,,5.668e+0,,,1.002e-7,1.480e-1,1.709e-14
780,4.085e+0,,,3.984e+0,,,1.792e-7,1.015e-1,3.135e-14
781,2.847e+0,,,2.778e+0,,,3.185e-7,6.909e-2,5.715e-14
782,1.969e+0,,,1.923e+0,,,5.623e-7,4.668e-2,1.035e-13
783,1.352e+0,,,1.320e+0,,,9.861e-7,3.130e-2,1.862e-13
784,9.204e-1,,,8.996e-1,,,1.718e-6,2.082e-2,3.329e-13
785,6.220e-1,,,6.083e-1,,,2.973e-6,1.374e-2,5.912e-13
786,4.171e-1,,,4.081e-1,,,5.112e-6,8.998e-3,1.043e-12
787,2.775e-1,,,2.716e-1,,,8.730e-6,5.844e-3,1.829e-12
788,1.831e-1,,,1.794e-1,,,1.481e-5,3.765e-3,3.187e-12
789,1.199e-1,,,1.175e-1,,,2.496e-5,2.406e-3,5.515e-12
790,7.794e-2,,,7.638e-2,,,4.179e-5,1.524e-3,9.484e-12
791,5.027e-2,,,4.924e-2,,,6.951e-5,9.577e-4,1.621e-11
792,3.221e-2,,,3.150e-2,,,1.149e-4,5.967e-4,2.751e-11
793,2.054e-2,,,1.998e-2,,,1.885e-4,3.686e-4,4.641e-11
794,1.311e-2,,,1.257e-2,,,3.074e-4,2.257e-4,7.778e-11
795,8.482e-3,,,7.847e-3,,,4.979e-4,1.370e-4,1.295e-10
796,5.741e-3,,,4.857e-3,,,8.012e-4,8.248e-5,2.143e-10
797,4.312e-3,,,2.982e-3,,,1.281e-3,4.922e-5,3.524e-10
798,3.878e-3,,,1.815e-3,,,2.034e-3,2.911e-5,5.756e-10
799,4.321e-3,,,1.096e-3,,,3.208e-3,1.707e-5,9.343e-10
800,5.694e-3,,,6.562e-4,,,5.028e-3,9.917e-6,1.507e-9
801,8.223e-3,,,3.895e-4,,,7.828e-3,5.712e-6,2.415e-9
802,1.234e-2,,,2.293e-4,,,1.211e-2,3.261e-6,3.846e-9
803,1.874e-2,,,1.338e-4,,,1.860e-2,1.845e-6,6.085e-9
804,2.847e-2,,,7.745e-5,,,2.840e-2,1.035e-6,9.568e-9
805,4.310e-2,,,4.443e-5,,,4.306e-2,5.750e-7,1.495e-8
806,6.489e-2,,,2.528e-5,,,6.487e-2,3.167e-7,2.321e-8
807,9.709e-2,,,1.425e-5,,,9.708e-2,1.729e-7,3.580e-8
808,1.443e-1,,,7.969e-6,,,1.443e-1,9.355e-8,5.488e-8
809,2.132e-1,,,4.417e-6,,,2.132e-1,5.016e-8,8.359e-8
810,3.128e-1,,,2.427e-6,,,3.128e-1,2.665e-8,1.265e-7
811,4.560e-1,,,1.322e-6,,,4.560e-1,1.404e-8,1.903e-7
812,6.605e-1,,,7.136e-7,,,6.605e-1,7.327e-9,2.845e-7
813,9.503e-1,,,3.819e-7,,,9.503e-1,3.795e-9,4.226e-7
814,1.358e+0,,,2.026e-7,,,1.358e+0,1.956e-9,6.238e-7
815,1.929e+0,,,1.065e-7,,,1.929e+0,1.014e-9,9.150e-7
816,2.722e+0,,,5.554e-8,,,2.722e+0,5.489e-10,1.334e-6
817,3.815e+0,,,2.869e-8,,,3.815e+0,3.449e-10,1.932e-6
818,5.313e+0,,,1.469e-8,,,5.313e+0,3.007e-10,2.782e-6
819,7.351e+0,,,7.458e-9,,,7.351e+0,3.847e-10,3.980e-6
820,1.011e+1,,,3.752e-9,,,1.011e+1,6.169e-10,5.659e-6
821,1.380e+1,,,1.871e-9,,,1.380e+1,1.071e-9,7.997e-6
822,1.873e+1,,,9.245e-10,,,1.873e+1,1.897e-9,1.123e-5
823,2.525e+1,,,4.528e-10,,,2.525e+1,3.363e-9,1.567e-5
824,3.382e+1,,,2.198e-10,,,3.382e+1,5.938e-9,2.174e-5
825,4.501e+1,,,1.044e-10,,,4.501e+1,1.043e-8,2.997e-5
826,5.951e+1,,,4.984e-11,,,5.951e+1,1.821e-8,4.106e-5
827,7.819e+1,,,2.358e-11,,,7.819e+1,3.160e-8,5.592e-5
828,1.021e+2,,,1.105e-11,,,1.021e+2,5.453e-8,7.568e-5
829,1.324e+2,,,5.135e-12,,,1.324e+2,9.354e-8,1.018e-4
830,1.706e+2,,,2.364e-12,,,1.706e+2,1.595e-7,1.361e-4
831,2.185e+2,,,1.079e-12,,,2.185e+2,2.704e-7,1.809e-4
832,2.781e+2,,,4.878e-13,,,2.781e+2,4.557e-7,2.389e-4
833,3.516e+2,,,2.186e-13,,,3.516e+2,7.635e-7,3.136e-4
834,4.418e+2,,,,,,4.418e+2,1.272e-6,4.092e-4
835,5.516e+2,,,,,,5.516e+2,2.105e-6,5.308e-4
836,6.843e+2,,,,,,6.843e+2,3.465e-6,6.842e-4
837,8.437e+2,,,,,,8.437e+2,5.670e-6,8.768e-4
838,1.034e+3,,,,,,1.034e+3,9.223e-6,1.117e-3
839,1.259e+3,,,,,,1.259e+3,1.491e-5,1.414e-3
840,1.523e+3,,,,,,1.523e+3,2.397e-5,1.780e-3
841,1.832e+3,,,,,,1.832e+3,3.831e-5,2.226e-3
842,2.189e+3,,,,,,2.189e+3,6.087e-5,2.769e-3
843,2.600e+3,,,,,,2.600e+3,9.612e-5,3.423e-3
844,3.069e+3,,,,,,3.069e+3,1.509e-4,4.206e-3
845,3.601e+3,,,,,,3.601e+3,2.355e-4,5.138e-3
846,4.200e+3,,,,,,4.200e+3,3.655e-4,6.239e-3
847,4.869e+3,,,,,,4.869e+3,5.637e-4,7.532e-3
848,5.609e+3,,,,,,5.609e+3,8.644e-4,9.039e-3
849,6.424e+3,,,,,,6.424e+3,1.318e-3,1.078e-2
850,7.313e+3,,,,,,7.313e+3,1.997e-3,1.279e-2
851,8.276e+3,,,,,,8.276e+3,3.008e-3,1.508e-2
852,9.310e+3,,,,,,9.310e+3,4.505e-3,1.767e-2
853,1.041e+4,,,,,,1.041e+4,6.707e-3,2.059e-2
854,1.158e+4,,,,,,1.158e+4,9.926e-3,2.386e-2
855,1.279e+4,,,,,,1.279e+4,1.460e-2,2.747e-2
856,1.406e+4,,,,,,1.406e+4,2.136e-2,3.146e-2
857,1.536e+4,,,,,,1.536e+4,3.106e-2,3.581e-2
858,1.669e+4,,,,,,1.669e+4,4.490e-2,4.052e-2
859,1.802e+4,,,,,,1.802e+4,6.453e-2,4.559e-2
860,1.935e+4,,,,,,1.935e+4,9.219e-2,5.099e-2
861,2.066e+4,,,,,,2.066e+4,1.309e-1,5.671e-2
862,2.194e+4,,,,,,2.194e+4,1.849e-1,6.270e-2
863,2.316e+4,,,,,,2.316e+4,2.595e-1,6.893e-2
864,2.432e+4,,,,,,2.432e+4,3.621e-1,7.533e-2
865,2.539e+4,,,,,,2.538e+4,5.023e-1,8.186e-2
866,2.635e+4,,,,,,2.635e+4,6.927e-1,8.844e-2
867,2.721e+4,,,,,,2.721e+4,9.498e-1,9.499e-2
868,2.794e+4,,,,,,2.794e+4,1.294e+0,1.015e-1
869,2.853e+4,,,,,,2.852e+4,1.754e+0,1.077e-1
870,2.897e+4,,,,,,2.896e+4,2.363e+0,1.137e-1
871,2.925e+4,,,,,,2.925e+4,3.164e+0,1.194e-1
872,2.938e+4,,,,,,2.938e+4,4.213e+0,1.246e-1
873,2.935e+4,,,,,,2.934e+4,5.576e+0,1.293e-1
874,2.916e+4,,,,,,2.915e+4,7.337e+0,1.334e-1
875,2.881e+4,,,,,,2.880e+4,9.598e+0,1.369e-1
876,2.831e+4,,,,,,2.830e+4,1.248e+1,1.397e-1
877,2.767e+4,,,,,,2.766e+4,1.614e+1,1.417e-1
878,2.690e+4,,,,,,2.688e+4,2.075e+1,1.429e-1
879,2.601e+4,,,,,,2.598e+4,2.651e+1,1.433e-1
880,2.501e+4,,,,,,2.498e+4,3.369e+1,1.429e-1
881,2.392e+4,,,,,,2.388e+4,4.255e+1,1.417e-1
882,2.276e+4,,,,,,2.271e+4,5.344e+1,1.397e-1
883,2.154e+4,,,,,,2.147e+4,6.672e+1,1.369e-1
884,2.028e+4,,,,,,2.019e+4,8.281e+1,1.335e-1
885,1.899e+4,,,,,,1.889e+4,1.022e+2,1.294e-1
886,1.769e+4,,,,,,1.756e+4,1.254e+2,1.247e-1
887,1.640e+4,,,,,,1.625e+4,1.530e+2,1.196e-1
888,1.513e+4,,,,,,1.494e+4,1.856e+2,1.140e-1
889,1.389e+4,,,,,,1.367e+4,2.238e+2,1.080e-1
890,1.270e+4,,,,,,1.243e+4,2.683e+2,1.018e-1
891,1.156e+4,,,,,,1.124e+4,3.198e+2,9.543e-2
892,1.049e+4,,,,,,1.011e+4,3.791e+2,8.895e-2
893,9.484e+3,,,,,,9.037e+3,4.468e+2,8.244e-2
894,8.559e+3,,,,,,8.035e+3,5.236e+2,7.599e-2
895,7.713e+3,,,,,,7.103e+3,6.101e+2,6.965e-2
896,6.950e+3,,,,,,6.243e+3,7.068e+2,6.349e-2
897,6.270e+3,,,,,,5.455e+3,8.143e+2,5.755e-2
898,5.673e+3,,,,,,4.740e+3,9.328e+2,5.188e-2
899,5.157e+3,,,,,,4.094e+3,1.063e+3,4.651e-2
900,4.720e+3,,,,,,3.516e+3,1.204e+3,4.146e-2
901,4.358e+3,,,,,,3.002e+3,1.356e+3,3.676e-2
902,4.066e+3,,6.057e-30,,,,2.548e+3,1.519e+3,3.241e-2
903,3.841e+3,,1.086e-29,,,,2.150e+3,1.692e+3,2.842e-2
904,3.677e+3,,1.939e-29,,,,1.803e+3,1.874e+3,2.478e-2
905,3.568e+3,,3.444e-29,,,,1.504e+3,2.065e+3,2.149e-2
906,3.509e+3,,6.088e-29,,,,1.246e+3,2.262e+3,1.853e-2
907,3.492e+3,,1.071e-28,,,,1.027e+3,2.465e+3,1.589e-2
908,3.513e+3,,1.876e-28,,,,8.410e+2,2.672e+3,1.356e-2
909,3.565e+3,,3.270e-28,,,,6.847e+2,2.880e+3,1.150e-2
910,3.643e+3,,5.671e-28,,,,5.541e+2,3.088e+3,9.698e-3
911,3.740e+3,,9.791e-28,,,,4.457e+2,3.294e+3,8.135e-3
912,3.851e+3,,1.682e-27,,,,3.564e+2,3.494e+3,6.786e-3
913,3.971e+3,,2.877e-27,,,,2.832e+2,3.687e+3,5.629e-3
914,4.095e+3,,4.896e-27,,,,2.237e+2,3.871e+3,4.644e-3
915,4.218e+3,,8.293e-27,,,,1.756e+2,4.042e+3,3.809e-3
916,4.337e+3,,1.398e-26,,,,1.371e+2,4.200e+3,3.108e-3
917,4.447e+3,,2.346e-26,,,,1.063e+2,4.341e+3,2.521e-3
918,4.546e+3,,3.917e-26,,,,8.194e+1,4.464e+3,2.034e-3
919,4.630e+3,,6.509e-26,,,,6.278e+1,4.568e+3,1.631e-3
920,4.698e+3,,1.077e-25,,,,4.781e+1,4.650e+3,1.301e-3
921,4.747e+3,,1.772e-25,,,,3.618e+1,4.711e+3,1.032e-3
922,4.776e+3,,2.904e-25,,,,2.721e+1,4.748e+3,8.141e-4
923,4.783e+3,,4.735e-25,,,,2.034e+1,4.763e+3,6.385e-4
924,4.770e+3,,7.684e-25,,,,1.511e+1,4.755e+3,4.979e-4
925,4.735e+3,,1.241e-24,,,,1.116e+1,4.724e+3,3.861e-4
926,4.678e+3,,1.995e-24,,,,8.189e+0,4.670e+3,2.977e-4
927,4.602e+3,,3.192e-24,,,,5.972e+0,4.596e+3,2.282e-4
928,4.505e+3,,5.082e-24,,,,4.329e+0,4.501e+3,1.739e-4
929,4.391e+3,,8.054e-24,,,,3.118e+0,4.388e+3,1.318e-4
930,4.260e+3,,1.270e-23,,,,2.232e+0,4.258e+3,9.933e-5
931,4.114e+3,,1.994e-23,,,,1.588e+0,4.112e+3,7.441e-5
932,3.955e+3,,3.115e-23,,,,1.123e+0,3.954e+3,5.543e-5
933,3.785e+3,,4.843e-23,,,,7.888e-1,3.784e+3,4.104e-5
934,3.606e+3,,7.495e-23,,,,5.508e-1,3.605e+3,3.022e-5
935,3.420e+3,,1.154e-22,,,,3.822e-1,3.419e+3,2.212e-5
936,3.229e+3,,1.769e-22,,,,2.636e-1,3.229e+3,1.609e-5
937,3.035e+3,,2.699e-22,,,,1.806e-1,3.035e+3,1.164e-5
938,2.840e+3,,4.098e-22,,,,1.230e-1,2.840e+3,8.372e-6
939,2.646e+3,,6.193e-22,,,,8.326e-2,2.645e+3,5.986e-6
940,2.453e+3,,9.314e-22,,,,5.600e-2,2.453e+3,4.254e-6
941,2.265e+3,,1.394e-21,,,,3.743e-2,2.265e+3,3.005e-6
942,2.082e+3,,2.077e-21,,,,2.487e-2,2.082e+3,2.111e-6
943,1.905e+3,,3.079e-21,,,,1.642e-2,1.905e+3,1.474e-6
944,1.735e+3,,4.544e-21,,,,1.077e-2,1.735e+3,1.023e-6
945,1.573e+3,,6.673e-21,,,,7.024e-3,1.573e+3,7.055e-7
946,1.420e+3,,9.753e-21,,,,4.555e-3,1.420e+3,4.837e-7
947,1.276e+3,,1.419e-20,,,,2.940e-3,1.276e+3,3.297e-7
948,1.141e+3,,2.054e-20,,,,1.892e-3,1.141e+3,2.234e-7
949,1.016e+3,,2.960e-20,,,,1.221e-3,1.016e+3,1.504e-7
950,9.006e+2,,4.245e-20,,,,8.000e-4,9.006e+2,1.007e-7
951,7.944e+2,,6.058e-20,,,,5.467e-4,7.944e+2,6.700e-8
952,6.974e+2,,8.606e-20,,,,4.102e-4,6.974e+2,4.431e-8
953,6.093e+2,,1.217e-19,,,,3.613e-4,6.093e+2,2.912e-8
954,5.298e+2,,1.712e-19,,,,3.873e-4,5.298e+2,1.902e-8
955,4.585e+2,,2.397e-19,,,,4.898e-4,4.585e+2,1.235e-8
956,3.948e+2,,3.341e-19,,,,6.837e-4,3.948e+2,7.972e-9
957,3.384e+2,,4.635e-19,,,,9.994e-4,3.384e+2,5.114e-9
958,2.885e+2,,6.398e-19,,,,1.487e-3,2.885e+2,3.260e-9
959,2.448e+2,,8.791e-19,,,,2.223e-3,2.448e+2,2.065e-9
960,2.067e+2,,1.202e-18,,,,3.320e-3,2.067e+2,1.301e-9
961,1.737e+2,,1.636e-18,,,,4.943e-3,1.737e+2,8.140e-10
962,1.451e+2,,2.216e-18,,,,7.332e-3,1.451e+2,5.063e-10
963,1.207e+2,,2.988e-18,,,,1.083e-2,1.207e+2,3.130e-10
964,9.986e+1,,4.009e-18,,,,1.592e-2,9.984e+1,1.923e-10
965,8.219e+1,,5.353e-18,,,,2.330e-2,8.217e+1,1.174e-10
966,6.731e+1,,7.114e-18,,,,3.394e-2,6.727e+1,7.124e-11
967,5.484e+1,,9.409e-18,,,,4.923e-2,5.479e+1,4.296e-11
968,4.446e+1,,1.239e-17,,,,7.107e-2,4.439e+1,2.575e-11
969,3.587e+1,,1.623e-17,,,,1.021e-1,3.577e+1,1.534e-11
970,2.882e+1,,2.116e-17,,,,1.461e-1,2.867e+1,9.078e-12
971,2.307e+1,,2.746e-17,,,,2.081e-1,2.286e+1,5.340e-12
972,1.843e+1,,3.547e-17,,,,2.951e-1,1.813e+1,3.122e-12
973,1.472e+1,,4.560e-17,,,,4.164e-1,1.430e+1,1.814e-12
974,1.180e+1,,5.834e-17,,,,5.851e-1,1.122e+1,1.047e-12
975,9.572e+0,,7.428e-17,,,,8.182e-1,8.753e+0,6.008e-13
976,7.932e+0,,9.413e-17,,,,1.139e+0,6.793e+0,3.425e-13
977,6.821e+0,,1.187e-16,,,,1.579e+0,5.242e+0,1.941e-13
978,6.201e+0,,1.490e-16,,,,2.178e+0,4.023e+0,1.093e-13
979,6.062e+0,,1.862e-16,,,,2.991e+0,3.071e+0,6.115e-14
980,6.420e+0,,2.315e-16,,,,4.089e+0,2.331e+0,3.401e-14
981,7.324e+0,,2.865e-16,,,,5.564e+0,1.760e+0,1.879e-14
982,8.859e+0,,3.528e-16,,,,7.538e+0,1.321e+0,1.032e-14
983,1.115e+1,,4.325e-16,,,,1.017e+1,9.861e-1,5.631e-15
984,1.438e+1,,5.276e-16,,,,1.365e+1,7.321e-1,3.054e-15
985,1.878e+1,,6.406e-16,,,2.080e-43,1.824e+1,5.404e-1,1.637e-15
986,2.466e+1,,7.741e-16,,,3.551e-43,2.426e+1,3.967e-1,8.754e-16
987,3.242e+1,,9.310e-16,,,6.039e-43,3.213e+1,2.896e-1,4.661e-16
988,4.256e+1,,1.114e-15,,,1.023e-42,4.235e+1,2.102e-1,2.466e-16
989,5.573e+1,,1.328e-15,,,1.725e-42,5.558e+1,1.517e-1,1.296e-16
990,7.271e+1,,1.574e-15,,,2.899e-42,7.260e+1,1.089e-1,6.564e-17
991,9.449e+1,,1.857e-15,,,4.852e-42,9.441e+1,7.771e-2,3.411e-17
992,1.223e+2,,2.181e-15,,,8.088e-42,1.222e+2,5.514e-2,1.761e-17
993,1.575e+2,,2.549e-15,,,1.343e-41,1.575e+2,3.891e-2,9.037e-18
994,2.021e+2,,2.966e-15,,,2.221e-41,2.020e+2,2.730e-2,4.607e-18
995,2.580e+2,,3.434e-15,,,3.658e-41,2.580e+2,1.905e-2,
996,3.280e+2,,3.957e-15,,,6.000e-41,3.280e+2,1.321e-2,
997,4.151e+2,,4.537e-15,,,9.805e-41,4.151e+2,9.114e-3,
998,5.229e+2,,5.179e-15,,,1.596e-40,5.229e+2,6.250e-3,
999,6.557e+2,,5.883e-15,,,2.587e-40,6.557e+2,4.262e-3,
1000,8.186e+2,,6.651e-15,,,4.176e-40,8.186e+2,2.890e-3,
1001,1.017e+3,,7.484e-15,,,6.716e-40,1.017e+3,1.949e-3,
1002,1.258e+3,,8.381e-15,,,1.076e-39,1.258e+3,1.306e-3,
1003,1.550e+3,,9.340e-15,,,1.716e-39,1.550e+3,8.707e-4,
1004,1.900e+3,,1.036e-14,,,2.727e-39,1.900e+3,5.770e-4,
1005,2.319e+3,,1.144e-14,,,4.316e-39,2.319e+3,3.802e-4,
1006,2.817e+3,,1.257e-14,,,6.804e-39,2.817e+3,2.491e-4,
1007,3.407e+3,,1.374e-14,,,1.068e-38,3.407e+3,1.623e-4,
1008,4.102e+3,,1.496e-14,,,1.671e-38,4.102e+3,1.051e-4,
1009,4.917e+3,,1.620e-14,,,2.602e-38,4.917e+3,6.770e-5,
1010,5.866e+3,,1.747e-14,,,4.037e-38,5.866e+3,4.335e-5,
1011,6.968e+3,,1.874e-14,,,6.239e-38,6.968e+3,2.760e-5,
1012,8.239e+3,,2.001e-14,,,9.602e-38,8.239e+3,1.747e-5,
1013,9.699e+3,,2.127e-14,,,1.472e-37,9.699e+3,1.100e-5,
1014,1.137e+4,,2.250e-14,,,2.248e-37,1.137e+4,6.883e-6,
1015,1.326e+4,,2.369e-14,,,3.418e-37,1.326e+4,4.283e-6,
1016,1.540e+4,,2.482e-14,,,5.177e-37,1.540e+4,2.650e-6,
1017,1.780e+4,,2.588e-14,,,7.811e-37,1.780e+4,1.630e-6,
1018,2.049e+4,,2.686e-14,,,1.174e-36,2.049e+4,9.969e-7,
1019,2.348e+4,,2.775e-14,,,1.757e-36,2.348e+4,6.062e-7,
1020,2.678e+4,,2.853e-14,,,2.619e-36,2.678e+4,3.665e-7,
1021,3.042e+4,,2.919e-14,,,3.889e-36,3.042e+4,2.203e-7,
1022,3.439e+4,,2.973e-14,,,5.751e-36,3.439e+4,1.317e-7,
1023,3.871e+4,,3.014e-14,,,8.472e-36,3.871e+4,7.827e-8,
1024,4.338e+4,,3.041e-14,,,1.243e-35,4.338e+4,4.625e-8,
1025,4.839e+4,,3.054e-14,,,1.816e-35,4.839e+4,2.717e-8,
1026,5.375e+4,,3.053e-14,,,2.644e-35,5.375e+4,1.587e-8,
1027,5.944e+4,,3.038e-14,,,3.833e-35,5.944e+4,9.217e-9,
1028,6.544e+4,,3.010e-14,,,5.534e-35,6.544e+4,5.322e-9,
1029,7.173e+4,,2.969e-14,,,7.959e-35,7.173e+4,3.056e-9,
1030,7.829e+4,,2.915e-14,,,1.140e-34,7.829e+4,1.744e-9,
1031,8.507e+4,,2.851e-14,,,1.627e-34,8.507e+4,9.896e-10,
1032,9.204e+4,,2.777e-14,,,2.312e-34,9.204e+4,5.584e-10,
1033,9.915e+4,,2.694e-14,,,3.272e-34,9.915e+4,3.133e-10,
1034,1.063e+5,,2.604e-14,,,4.613e-34,1.063e+5,1.748e-10,
1035,1.136e+5,,2.509e-14,,,6.478e-34,1.136e+5,9.696e-11,
1036,1.208e+5,,2.411e-14,,,9.060e-34,1.208e+5,5.347e-11,
1037,1.279e+5,,2.311e-14,,,1.262e-33,1.279e+5,2.932e-11,
1038,1.349e+5,,2.211e-14,,,1.751e-33,1.349e+5,1.599e-11,
1039,1.416e+5,,2.114e-14,,,2.420e-33,1.416e+5,8.665e-12,
1040,1.481e+5,,2.021e-14,,,3.331e-33,1.481e+5,4.670e-12,
