Wavelength (Å),Sum,He I (9.8e-01),He II (2.2e-04),Ne I (9.9e-03),Ne II (1.1e-04),Ne III (3.7e-15),Ar I (2.8e-03),Ar II (7.2e-03),Ar III (7.6e-08)
13288.5,52520,,,,,,52520,,
13290.4,52400,,,,,,52400,,
13292.3,52200,,,,,,52200,,
13294.2,51920,,,,,,51920,,
13296.2,51550,,,,,,51550,,
13298.1,51110,,,,,,51110,,
13300,50600,,,,,,50600,,
13301.9,50020,,,,,,50020,,
13303.8,49380,,,,,,49380,,
13305.8,48630,,,,,,48630,,
13307.7,47870,,,,,,47870,,
13309.6,47060,,,,,,47060,,
13311.5,46190,,,,,,46190,,
13313.5,45250,,,,,,45250,,
13315.4,44310,,,,,,44310,,
13317.3,43340,,,,,,43340,,
13319.2,42350,,,,,,42350,,
13321.2,41290,,,,,,41290,,
13323.1,40270,,,,,,40270,,
13325,39240,,,,,,39240,,
13326.9,38220,,,,,,38220,,
13328.8,37200,,,,,,37200,,
13330.8,36140,,,,,,36140,,
13332.7,35150,,,,,,35150,,
13334.6,34190,,,,,,34190,,
13336.5,33250,,,,,,33250,,
13338.5,32300,,,,,,32300,,
13340.4,31440,,,,,,31440,,
13342.3,30620,,,,,,30620,,
13344.2,29840,,,,,,29840,,
13346.2,29080,,,,,,29080,,
13348.1,28400,,,,,,28400,,
13350,27780,,,,,,27780,,
13351.9,27220,,,,,,27220,,
13353.8,26710,,,,,,26710,,
13355.8,26240,,,,,,26240,,
13357.7,25850,,,,,,25850,,
13359.6,25520,,,,,,25520,,
13361.5,25240,,,,,,25240,,
13363.5,25010,,,,,,25010,,
13365.4,24850,,,,,,24850,,
13367.3,24740,,,,,,24740,,
13369.2,24670,,,,,,24670,,
13371.2,24650,,,,,,24650,,
13373.1,24670,,,,,,24670,,
13375,24730,,,,,,24730,,
13376.9,24830,,,,,,24830,,
13378.8,24940,,,,,,24940,,
13380.8,25090,,,,,,25090,,
13382.7,25250,,,,,,25250,,
13384.6,25420,,,,,,25420,,
13386.5,25600,,,,,,25600,,
13388.5,25790,,,,,,25790,,
13390.4,25970,,,,,,25970,,
13392.3,26140,,,,,,26140,,
13394.2,26290,,,,,,26290,,
13396.2,26440,,,,,,26440,,
13398.1,26560,,,,,,26560,,
13400,26660,,,,,,26660,,
13401.9,26730,,,,,,26730,,
13403.8,26770,,,,,,26770,,
13405.8,26780,,,,,,26780,,
13407.7,26760,,,,,,26760,,
13409.6,26700,,,,,,26700,,
13411.5,26620,,,,,,26620,,
13413.5,26490,,,,,,26490,,
13415.4,26350,,,,,,26350,,
13417.3,26180,,,,,,26180,,
13419.2,25980,,,,,,25980,,
13421.2,25750,,,,,,25750,,
13423.1,25510,,,,,,25510,,
13425,25260,,,,,,25260,,
13426.9,25000,,,,,,25000,,
13428.8,24740,,,,,,24740,,
13430.8,24460,,,,,,24460,,
13432.7,24210,,,,,,24210,,
13434.6,23960,,,,,,23960,,
13436.5,23740,,,,,,23740,,
13438.5,23520,,,,,,23520,,
13440.4,23350,,,,,,23350,,
13442.3,23200,,,,,,23200,,
13444.2,23100,,,,,,23100,,
13446.2,23030,,,,,,23030,,
13448.1,23010,,,,,,23010,,
13450,23030,,,,,,23030,,
13451.9,23110,,,,,,23110,,
13453.8,23230,,,,,,23230,,
13455.8,23420,,,,,,23420,,
13457.7,23660,,,,,,23660,,
13459.6,23940,,,,,,23940,,
13461.5,24280,,,,,,24280,,
13463.5,24690,,,,,,24690,,
13465.4,25120,,,,,,25120,,
13467.3,25600,,,,,,25600,,
13469.2,26110,,,,,,26110,,
13471.2,26690,,,,,,26690,,
13473.1,27270,,,,,,27270,,
13475,27870,,,,,,27870,,
13476.9,28490,,,,,,28490,,
13478.8,29120,,,,,,29120,,
13480.8,29790,,,,,,29790,,
13482.7,30410,,,,,,30410,,
13484.6,31030,,,,,,31030,,
13486.5,31620,,,,,,31620,,
13488.5,32220,,,,,,32220,,
13490.4,32760,,,,,,32760,,
13492.3,33250,,,,,,33250,,
13494.2,33700,,,,,,33700,,
13496.2,34120,,,,,,34120,,
13498.1,34460,,,,,,34460,,
13500,34740,,,,,,34740,,
13501.9,34950,,,,,,34950,,
13503.8,35090,,,,,,35090,,
13505.8,35160,,,,,,35160,,
13507.7,35150,,,,,,35150,,
13509.6,35070,,,,,,35070,,
13511.5,34920,,,,,,34920,,
13513.5,34680,,,,,,34680,,
13515.4,34370,,,,,,34370,,
13517.3,34000,,,,,,34000,,
13519.2,33560,,,,,,33560,,
13521.2,33030,,,,,,33030,,
13523.1,32460,,,,,,32460,,
13525,31840,,,,,,31840,,
13526.9,31180,,,,,,31180,,
13528.8,30470,,,,,,30470,,
13530.8,29690,,,,,,29690,,
13532.7,28910,,,,,,28910,,
13534.6,28110,,,,,,28110,,
13536.5,27300,,,,,,27300,,
13538.5,26430,,,,,,26430,,
13540.4,25610,,,,,,25610,,
13542.3,24790,,,,,,24790,,
13544.2,23980,,,,,,23980,,
13546.2,23150,,,,,,23150,,
13548.1,22380,,,,,,22380,,
13550,21640,,,,,,21640,,
13551.9,20930,,,,,,20930,,
13553.8,20260,,,,,,20260,,
13555.8,19600,,,,,,19600,,
13557.7,19010,,,,,,19010,,
13559.6,18480,,,,,,18480,,
13561.5,17990,,,,,,17990,,
13563.5,17540,,,,,,17540,,
13565.4,17160,,,,,,17160,,
13567.3,16840,,,,,,16840,,
13569.2,16570,,,,,,16570,,
13571.2,16340,,,,,,16340,,
13573.1,16170,,,,,,16170,,
13575,16060,,,,,,16060,,
13576.9,15990,,,,,,15990,,
13578.8,15970,,,,,,15970,,
13580.8,16000,,,,,,16000,,
13582.7,16060,,,,,,16060,,
13584.6,16170,,,,,,16170,,
13586.5,16300,,,,,,16300,,
13588.5,16480,,,,,,16480,,
13590.4,16680,,,,,,16680,,
13592.3,16890,,,,,,16890,,
13594.2,17130,,,,,,17130,,
13596.2,17400,,,,,,17400,,
13598.1,17660,,,,,,17660,,
13600,17930,,,,,,17930,,
13601.9,18210,,,,,,18210,,
13603.8,18480,,,,,,18480,,
13605.8,18770,,,,,,18770,,
13607.7,19030,,,,,,19030,,
13609.6,19290,,,,,,19290,,
13611.5,19530,,,,,,19530,,
13613.5,19770,,,,,,19770,,
13615.4,19980,,,,,,19980,,
13617.3,20170,,,,,,20170,,
13619.2,20340,,,,,,20340,,
13621.2,20500,,,,,,20500,,
13623.1,20630,,,,,,20630,,
13625,20730,,,,,,20730,,
13626.9,20810,,,,,,20810,,
13628.8,20860,,,,,,20860,,
13630.8,20890,,,,,,20890,,
13632.7,20900,,,,,,20900,,
13634.6,20870,,,,,,20870,,
13636.5,20830,,,,,,20830,,
13638.5,20760,,,,,,20760,,
13640.4,20670,,,,,,20670,,
13642.3,20550,,,,,,20550,,
13644.2,20420,,,,,,20420,,
13646.2,20260,,,,,,20260,,
13648.1,20080,,,,,,20080,,
13650,19890,,,,,,19890,,
13651.9,19680,,,,,,19680,,
13653.8,19460,,,,,,19460,,
13655.8,19210,,,,,,19210,,
13657.7,18950,,,,,,18950,,
13659.6,18690,,,,,,18690,,
13661.5,18410,,,,,,18410,,
13663.5,18100,,,,,,18100,,
13665.4,17800,,,,,,17800,,
13667.3,17480,,,,,,17480,,
13669.2,17160,,,,,,17160,,
13671.2,16810,,,,,,16810,,
13673.1,16470,,,,,,16470,,
13675,16110,,,,,,16110,,
13676.9,15750,,,,,,15750,,
13678.8,15380,,,,,,15380,,
13680.8,14990,,,,,,14990,,
13682.7,14610,,,,,,14610,,
13684.6,14220,,,,,,14220,,
13686.5,13820,,,,,,13820,,
13688.5,13400,,,,,,13400,,
13690.4,12990,,,,,,12990,,
13692.3,12580,,,,,,12580,,
13694.2,12160,,,,,,12160,,
13696.2,11720,,,,,,11720,,
13698.1,11300,,,,,,11300,,
13700,10870,,,,,,10870,,
13701.9,10450,,,,,,10450,,
13703.8,10030,,,,,,10030,,
13705.8,9584,,,,,,9584,,
13707.7,9165,,,,,,9165,,
13709.6,8750,,,,,,8750,,
13711.5,8339,,,,,,8339,,
13713.5,7913,,,,,,7913,,
13715.4,7516,,,,,,7516,,
13717.3,7127,,,,,,7127,,
13719.2,6747,,,,,,6747,,
13721.2,6358,,,,,,6358,,
13723.1,6000,,,,,,6000,,
13725,5655,,,,,,5655,,
13726.9,5322,,,,,,5322,,
13728.8,5004,,,,,,5004,,
13730.8,4685,,,,,,4685,,
13732.7,4398,,,,,,4398,,
13734.6,4128,,,,,,4128,,
13736.5,3874,,,,,,3874,,
13738.5,3625,,,,,,3625,,
13740.4,3407,,,,,,3407,,
13742.3,3207,,,,,,3207,,
13744.2,3025,,,,,,3025,,
13746.2,2854,,,,,,2854,,
13748.1,2710,,,,,,2710,,
13750,2585,,,,,,2585,,
13751.9,2479,,,,,,2479,,
13753.8,2391,,,,,,2391,,
13755.8,2317,,,,,,2317,,
13757.7,2266,,,,,,2266,,
13759.6,2233,,,,,,2233,,
13761.5,2217,,,,,,2217,,
13763.5,2218,,,,,,2218,,
13765.4,2236,,,,,,2236,,
13767.3,2269,,,,,,2269,,
13769.2,2318,,,,,,2318,,
13771.2,2385,,,,,,2385,,
13773.1,2463,,,,,,2463,,
13775,2553,,,,,,2553,,
13776.9,2656,,,,,,2656,,
13778.8,2770,,,,,,2770,,
13780.8,2901,,,,,,2901,,
13782.7,3035,,,,,,3035,,
13784.6,3177,,,,,,3177,,
13786.5,3326,,,,,,3326,,
13788.5,3490,,,,,,3490,,
13790.4,3650,,,,,,3650,,
13792.3,3814,,,,,,3814,,
13794.2,3980,,,,,,3980,,
13796.2,4156,,,,,,4156,,
13798.1,4323,,,,,,4323,,
13800,4489,,,,,,4489,,
13801.9,4652,,,,,,4652,,
13803.8,4811,,,,,,4811,,
13805.8,4972,,,,,,4972,,
13807.7,5119,,,,,,5119,,
13809.6,5258,,,,,,5258,,
13811.5,5388,,,,,,5388,,
13813.5,5514,,,,,,5514,,
13815.4,5623,,,,,,5623,,
13817.3,5720,,,,,,5720,,
13819.2,5805,,,,,,5805,,
13821.2,5880,,,,,,5880,,
13823.1,5936,,,,,,5936,,
13825,5978,,,,,,5978,,
13826.9,6006,,,,,,6006,,
13828.8,6018,,,,,,6018,,
13830.8,6015,,,,,,6015,,
13832.7,5996,,,,,,5996,,
13834.6,5962,,,,,,5962,,
13836.5,5913,,,,,,5913,,
13838.5,5847,,,,,,5847,,
13840.4,5769,,,,,,5769,,
13842.3,5677,,,,,,5677,,
13844.2,5573,,,,,,5573,,
13846.2,5451,,,,,,5451,,
13848.1,5323,,,,,,5323,,
13850,5185,,,,,,5185,,
13851.9,5038,,,,,,5038,,
13853.8,4882,,,,,,4882,,
13855.8,4711,,,,,,4711,,
13857.7,4541,,,,,,4541,,
13859.6,4367,,,,,,4367,,
13861.5,4188,,,,,,4188,,
13863.5,3997,,,,,,3997,,
13865.4,3814,,,,,,3814,,
13867.3,3630,,,,,,3630,,
13869.2,3446,,,,,,3446,,
13871.2,3253,,,,,,3253,,
13873.1,3072,,,,,,3072,,
13875,2894,,,,,,2894,,
13876.9,2719,,,,,,2719,,
13878.8,2548,,,,,,2548,,
13880.8,2373,,,,,,2373,,
13882.7,2212,,,,,,2212,,
13884.6,2057,,,,,,2057,,
13886.5,1908,,,,,,1908,,
13888.5,1757,,,,,,1757,,
13890.4,1621,,,,,,1621,,
13892.3,1492,,,,,,1492,,
13894.2,1370,,,,,,1370,,
13896.2,1248,,,,,,1248,,
13898.1,1140,,,,,,1140,,
13900,1038,,,,,,1038,,
13901.9,"943,2",,,,,,"943,2",,
13903.8,"854,7",,,,,,"854,7",,
13905.8,"768,4",,,,,,"768,4",,
13907.7,"692,7",,,,,,"692,7",,
13909.6,"622,8",,,,,,"622,8",,
13911.5,"558,6",,,,,,"558,6",,
13913.5,"496,8",,,,,,"496,8",,
13915.4,"443,2",,,,,,"443,2",,
13917.3,"394,4",,,,,,"394,4",,
13919.2,"350,1",,,,,,"350,1",,
13921.2,308,,,,,,308,,
13923.1,272,,,,,,272,,
13925,"239,6",,,,,,"239,6",,
13926.9,"210,6",,,,,,"210,6",,
13928.8,"184,6",,,,,,"184,6",,
13930.8,"160,3",,,,,,"160,3",,
13932.7,"139,8",,,,,,"139,8",,
13934.6,"121,7",,,,,,"121,7",,
13936.5,"105,8",,,,,,"105,8",,
13938.5,"91,02",,,,,,"91,02",,
13940.4,"78,81",,,,,,"78,81",,
13942.3,"68,16",,,,,,"68,16",,
13944.2,"58,92",,,,,,"58,92",,
13946.2,"50,57",,,,,,"50,57",,
13948.1,"43,8",,,,,,"43,8",,
13950,"38,06",,,,,,"38,06",,
13951.9,"33,25",,,,,,"33,25",,
13953.8,"29,28",,,,,,"29,28",,
13955.8,"25,93",,,,,,"25,93",,
13957.7,"23,47",,,,,,"23,47",,
13959.6,"21,66",,,,,,"21,66",,
13961.5,"20,47",,,,,,"20,47",,
13963.5,"19,85",,,,,,"19,85",,
13965.4,"19,84",,,,,,"19,84",,
13967.3,"20,41",,,,,,"20,41",,
13969.2,"21,54",,,,,,"21,54",,
13971.2,"23,37",,,,,,"23,37",,
13973.1,"25,74",,,,,,"25,74",,
13975,"28,76",,,"2,424E-15",,,"28,76",,
13976.9,"32,47",,,"3,662E-15",,,"32,47",,
13978.8,"36,94",,,"5,519E-15",,,"36,94",,
13980.8,"42,52",,,"8,479E-15",,,"42,52",,
13982.7,"48,74",,,"1,272E-14",,,"48,74",,
13984.6,"55,95",,,"1,903E-14",,,"55,95",,
13986.5,"64,24",,,"2,841E-14",,,"64,24",,
13988.5,"74,25",,,"4,32E-14",,,"74,25",,
13990.4,"85,11",,,"6,417E-14",,,"85,11",,
13992.3,"97,41",,,"9,51E-14",,,"97,41",,
13994.2,"111,3",,,"1,406E-13",,,"111,3",,
13996.2,"127,8",,,"2,117E-13",,,"127,8",,
13998.1,"145,3",,,"3,114E-13",,,"145,3",,
14000,165,,,"4,57E-13",,,165,,
14001.9,"186,8",,,"6,692E-13",,,"186,8",,
14003.8,"211,1",,,"9,775E-13",,,"211,1",,
14005.8,"239,4",,,"1,453E-12",,,"239,4",,
14007.7,"269,2",,,"2,112E-12",,,"269,2",,
14009.6,"301,9",,,"3,062E-12",,,"301,9",,
14011.5,"337,8",,,"4,43E-12",,,"337,8",,
14013.5,"379,2",,,"6,518E-12",,,"379,2",,
14015.4,"422,2",,,"9,386E-12",,,"422,2",,
14017.3,"468,8",,,"1,348E-11",,,"468,8",,
14019.2,"519,4",,,"1,931E-11",,,"519,4",,
14021.2,577,,,"2,813E-11",,,577,,
14023.1,636,,,"4,01E-11",,,636,,
14025,"699,4",,,"5,704E-11",,,"699,4",,
14026.9,"767,1",,,"8,095E-11",,,"767,1",,
14028.8,"839,4",,,"1,146E-10",,,"839,4",,
14030.8,"920,4",,,"1,648E-10",,,"920,4",,
14032.7,1002,,,"2,321E-10",,,1002,,
14034.6,1088,,,"3,262E-10",,,1088,,
14036.5,1179,,,"4,574E-10",,,1179,,
14038.5,1279,,,"6,511E-10",,,1279,,
14040.4,1379,,,"9,083E-10",,,1379,,
14042.3,1483,,,"0,000000001264",,,1483,,
14044.2,1590,,,"0,000000001755",,,1590,,
14046.2,1708,,,"0,000000002474",,,1708,,
14048.1,1822,,,"0,000000003418",,,1822,,
14050,1940,,,"0,000000004711",,,1940,,
14051.9,2061,,,"0,000000006479",,,2061,,
14053.8,2183,,,"0,000000008888",,,2183,,
14055.8,2314,,,"0,00000001237",,,2314,,
14057.7,2439,,,"0,00000001688",,,2439,,
14059.6,2564,,,"0,00000002299",,,2564,,
14061.5,2690,,,"0,00000003124",,,2690,,
14063.5,2821,,,"0,00000004303",,,2821,,
14065.4,2944,,,"0,00000005818",,,2944,,
14067.3,3065,,,"0,00000007847",,,3065,,
14069.2,3183,,,"0,0000001056",,,3183,,
14071.2,3304,,,"0,000000144",,,3304,,
14073.1,3414,,,"0,0000001928",,,3414,,
14075,3519,,,"0,0000002575",,,3519,,
14076.9,3618,,,"0,0000003432",,,3618,,
14078.8,3711,,,"0,0000004563",,,3711,,
14080.8,3802,,,"0,0000006143",,,3802,,
14082.7,3880,,,"0,0000008128",,,3880,,
14084.6,3950,,,"0,000001073",,,3950,,
14086.5,4011,,,"0,000001413",,,4011,,
14088.5,4066,,,"0,000001882",,,4066,,
14090.4,4109,,,"0,000002467",,,4109,,
14092.3,4142,,,"0,000003224",,,4142,,
14094.2,4164,,,"0,000004205",,,4164,,
14096.2,4177,,,"0,000005547",,,4177,,
14098.1,4179,,,"0,000007199",,,4179,,
14100,4171,,,"0,00000932",,,4171,,
14101.9,4152,,,"0,00001204",,,4152,,
14103.8,4124,,,"0,00001551",,,4124,,
14105.8,4083,,,"0,0000202",,,4083,,
14107.7,4035,,,"0,00002591",,,4035,,
14109.6,3977,,,"0,00003314",,,3977,,
14111.5,3910,,,"0,00004229",,,3910,,
14113.5,3831,,,"0,00005453",,,3831,,
14115.4,3748,,,"0,00006925",,,3748,,
14117.3,3658,,,"0,00008774",,,3658,,
14119.2,3561,,,"0,0001109",,,3561,,
14121.2,3453,,,"0,0001415",,,3453,,
14123.1,3345,,,"0,000178",,,3345,,
14125,3232,,,"0,0002234",,,3232,,
14126.9,3115,,,"0,0002797",,,3115,,
14128.8,2995,,,"0,0003493",,,2995,,
14130.8,2867,,,"0,0004402",,,2867,,
14132.7,2742,,,"0,0005471",,,2742,,
14134.6,2617,,,"0,0006783",,,2617,,
14136.5,2492,,,"0,000839",,,2492,,
14138.5,2360,,,"0,001047",,,2360,,
14140.4,2235,,,"0,001288",,,2235,,
14142.3,2112,,,"0,001582",,,2112,,
14144.2,1991,,,"0,001938",,,1991,,
14146.2,1866,,,"0,002394",,,1866,,
14148.1,1750,,,"0,002919",,,1750,,
14150,1637,,,"0,00355",,,1637,,
14151.9,1528,,,"0,004308",,,1528,,
14153.8,1422,,,"0,005215",,,1422,,
14155.8,1315,,,"0,00636",,,1315,,
14157.7,1218,,,"0,007662",,,1218,,
14159.6,1126,,,"0,009209",,,1126,,
14161.5,1038,,,"0,01104",,,1038,,
14163.5,"949,9",,,"0,01333",,,"949,9",,
14165.4,"871,2",,,"0,01591",,,"871,2",,
14167.3,797,,,"0,01894",,,797,,
14169.2,"727,4",,,"0,02249",,,"727,3",,
14171.2,"658,9",,,"0,02689",,,"658,8",,
14173.1,"598,3",,,"0,03178",,,"598,2",,
14175,"541,9",,,"0,03747",,,"541,9",,
14176.9,"489,7",,,"0,04408",,,"489,6",,
14178.8,"441,4",,,"0,05173",,,"441,3",,
14180.8,"394,6",,,"0,06108",,,"394,6",,
14182.7,"353,9",,,"0,07134",,,"353,9",,
14184.6,"316,7",,,"0,08313",,,"316,6",,
14186.5,"282,6",,,"0,09664",,,"282,5",,
14188.5,"250,1",,,"0,113",,,250,,
14190.4,"222,1",,,"0,1307",,,"221,9",,
14192.3,"196,7",,,"0,1509",,,"196,6",,
14194.2,"173,9",,,"0,1738",,,"173,7",,
14196.2,"152,3",,,"0,2011",,,"152,1",,
14198.1,"133,9",,,"0,2305",,,"133,7",,
14200,"117,5",,,"0,2636",,,"117,3",,
14201.9,"102,9",,,"0,3007",,,"102,6",,
14203.8,"89,87",,,"0,3423",,,"89,52",,
14205.8,"77,76",,,"0,3914",,,"77,36",,
14207.7,"67,62",,,"0,4434",,,"67,18",,
14209.6,"58,69",,,"0,5012",,,"58,19",,
14211.5,"50,84",,,"0,5652",,,"50,28",,
14213.5,"43,63",,,"0,6399",,,"42,99",,
14215.4,"37,68",,,"0,7182",,,"36,96",,
14217.3,"32,5",,,"0,8044",,,"31,7",,
14219.2,"28,02",,,"0,8988",,,"27,12",,
14221.2,"23,96",,,"1,008",,,"22,95",,
14223.1,"20,65",,,"1,121",,,"19,53",,
14225,"17,83",,,"1,244",,,"16,59",,
14226.9,"15,43",,,"1,377",,,"14,05",,
14228.8,"13,39",,,"1,522",,,"11,87",,
14230.8,"11,6",,,"1,686",,,"9,915",,
14232.7,"10,19",,,"1,854",,,"8,335",,
14234.6,"9,025",,,"2,034",,,"6,99",,
14236.5,"8,076",,,"2,228",,,"5,848",,
14238.5,"7,279",,,"2,445",,,"4,834",,
14240.4,"6,688",,,"2,665",,,"4,023",,
14242.3,"6,239",,,"2,898",,,"3,341",,
14244.2,"5,912",,,"3,145",,,"2,767",,
14246.2,"5,684",,,"3,42",,,"2,263",,
14248.1,"5,561",,,"3,695",,,"1,865",,
14250,"5,518",,,"3,984",,,"1,534",,
14251.9,"5,544",,,"4,286",,,"1,258",,
14253.8,"5,63",,,"4,602",,,"1,029",,
14255.8,"5,778",,,"4,947",,,"0,8306",,
14257.7,"5,965",,,"5,288",,,"0,6761",,
14259.6,"6,19",,,"5,641",,,"0,549",,
14261.5,"6,45",,,"6,005",,,"0,4446",,
14263.5,"6,754",,,"6,399",,,"0,3552",,
14265.4,"7,07",,,"6,783",,,"0,2863",,
14267.3,"7,406",,,"7,176",,,"0,2302",,
14269.2,"7,76",,,"7,575",,,"0,1846",,
14271.2,"8,149",,,"8,003",,,"0,1459",,
14273.1,"8,531",,,"8,414",,,"0,1164",,
14275,"8,922",,,"8,829",,,"0,09268",,
14276.9,"9,319",,,"9,246",,,"0,07359",,
14278.8,"9,722",,,"9,663",,,"0,05829",,
14280.8,"10,15",,,"10,1",,,"0,04548",,
14282.7,"10,55",,,"10,52",,,"0,03584",,
14284.6,"10,96",,,"10,93",,,"0,02818",,
14286.5,"11,35",,,"11,33",,,"0,0221",,
14288.5,"11,77",,,"11,75",,,"0,01706",,
14290.4,"12,15",,,"12,14",,,"0,01331",,
14292.3,"12,53",,,"12,52",,,"0,01036",,
14294.2,"12,89",,,"12,88",,,"0,008047",,
14296.2,"13,26",,,"13,25",,,"0,006149",,
14298.1,"13,59",,,"13,59",,,"0,004751",,
14300,"13,91",,,"13,91",,,"0,003661",,
14301.9,"14,21",,,"14,21",,,"0,002814",,
14303.8,"14,49",,,"14,49",,,"0,002158",,
14305.8,"14,76",,,"14,76",,,"0,001628",,
14307.7,15,,,15,,,"0,001242",,
14309.6,"15,22",,,"15,22",,,"0,0009455",,
14311.5,"15,41",,,"15,41",,,"0,0007179",,
14313.5,"15,58",,,"15,58",,,"0,0005358",,
14315.4,"15,72",,,"15,72",,,"0,0004048",,
14317.3,"15,83",,,"15,83",,,"0,0003051",,
14319.2,"15,92",,,"15,92",,,"0,0002294",,
14321.2,"15,98",,,"15,98",,,"0,0001695",,
14323.1,"16,01",,,"16,01",,,"0,0001269",,
14325,"16,01",,,"16,01",,,"0,00009483",,
14326.9,"15,99",,,"15,99",,,"0,00007078",,
14328.8,"15,94",,,"15,94",,,"0,00005282",,
14330.8,"15,86",,,"15,86",,,"0,0000389",,
14332.7,"15,75",,,"15,75",,,"0,00002926",,
14334.6,"15,62",,,"15,62",,,"0,00002229",,
14336.5,"15,46",,,"15,46",,,"0,00001738",,
14338.5,"15,27",,,"15,27",,,"0,00001398",,
14340.4,"15,06",,,"15,06",,,"0,00001213",,
14342.3,"14,83",,,"14,83",,,"0,00001145",,
14344.2,"14,58",,,"14,58",,,"0,00001187",,
14346.2,"14,29",,,"14,29",,,"0,00001355",,
14348.1,14,,,14,,,"0,00001646",,
14350,"13,69",,,"13,69",,,"0,00002089",,
14351.9,"13,36",,,"13,36",,,"0,0000272",,
14353.8,"13,02",,,"13,02",,,"0,00003593",,
14355.8,"12,65",,,"12,65",,,"0,00004851",,
14357.7,"12,28",,,"12,28",,,"0,00006469",,
14359.6,"11,9",,,"11,9",,,"0,0000863",,
14361.5,"11,51",,,"11,51",,,"0,000115",,
14363.5,"11,09",,,"11,09",,,"0,0001554",,
14365.4,"10,69",,,"10,69",,,"0,0002064",,
14367.3,"10,28",,,"10,28",,,"0,0002736",,
14369.2,"9,873",,,"9,873",,,"0,0003618",,
14371.2,"9,44",,,"9,44",,,"0,0004844",,
14373.1,"9,029",,,"9,029",,,"0,0006378",,
14375,"8,62",,,"8,619",,,"0,0008378",,
14376.9,"8,214",,,"8,212",,,"0,001098",,
14378.8,"7,811",,,"7,81",,,"0,001436",,
14380.8,"7,394",,,"7,392",,,"0,001899",,
14382.7,"7,004",,,"7,002",,,"0,002472",,
14384.6,"6,622",,,"6,619",,,"0,00321",,
14386.5,"6,249",,,"6,245",,,"0,004159",,
14388.5,"5,866",,,"5,861",,,"0,005449",,
14390.4,"5,514",,,"5,507",,,"0,007027",,
14392.3,"5,173",,,"5,164",,,"0,009041",,
14394.2,"4,844",,,"4,832",,,"0,01161",,
14396.2,"4,511",,,"4,496",,,"0,01506",,
14398.1,"4,209",,,"4,19",,,"0,01924",,
14400,"3,921",,,"3,897",,,"0,02453",,
14401.9,"3,647",,,"3,616",,,"0,03121",,
14403.8,"3,388",,,"3,349",,,"0,03961",,
14405.8,"3,132",,,"3,082",,,"0,05077",,
14407.7,"2,906",,,"2,842",,,"0,06414",,
14409.6,"2,695",,,"2,615",,,"0,08084",,
14411.5,"2,502",,,"2,401",,,"0,1017",,
14413.5,"2,318",,,"2,189",,,"0,1291",,
14415.4,"2,163",,,"2,001",,,"0,1616",,
14417.3,"2,027",,,"1,825",,,"0,2018",,
14419.2,"1,913",,,"1,661",,,"0,2515",,
14421.2,"1,817",,,"1,501",,,"0,3162",,
14423.1,"1,752",,,"1,36",,,"0,3922",,
14425,"1,715",,,"1,23",,,"0,4854",,
14426.9,"1,709",,,"1,109",,,"0,5994",,
14428.8,"1,737",,,"0,9986",,,"0,7384",,
14430.8,"1,809",,,"0,8918",,,"0,9176",,
14432.7,"1,924",,,"0,799",,,"1,125",,
14434.6,"2,091",,,"0,7144",,,"1,377",,
14436.5,"2,318",,,"0,6372",,,"1,681",,
14438.5,"2,633",,,"0,5637",,,"2,069",,
14440.4,"3,015",,,"0,5005",,,"2,514",,
14442.3,"3,492",,,"0,4434",,,"3,049",,
14444.2,"4,081",,,"0,3919",,,"3,689",,
14446.2,"4,841",,,"0,3434",,,"4,497",,
14448.1,"5,719",,,"0,3021",,,"5,416",,
14450,"6,774",,,"0,2652",,,"6,509",,
14451.9,"8,037",,,"0,2322",,,"7,805",,
14453.8,"9,54",,,"0,2029",,,"9,338",,
14455.8,"11,43",,,"0,1756",,,"11,25",,
14457.7,"13,55",,,"0,1528",,,"13,4",,
14459.6,"16,06",,,"0,1326",,,"15,92",,
14461.5,19,,,"0,1148",,,"18,88",,
14463.5,"22,64",,,"0,09835",,,"22,54",,
14465.4,"26,69",,,"0,08474",,,"26,6",,
14467.3,"31,41",,,"0,07285",,,"31,34",,
14469.2,"36,89",,,"0,06248",,,"36,83",,
14471.2,"43,6",,,"0,05302",,,"43,55",,
14473.1,51,,,"0,04526",,,"50,96",,
14475,"59,53",,,"0,03854",,,"59,49",,
14476.9,"69,34",,,"0,03275",,,"69,31",,
14478.8,"80,6",,,"0,02776",,,"80,57",,
14480.8,"94,22",,,"0,02327",,,"94,19",,
14482.7,109,,,"0,01963",,,109,,
14484.6,"125,9",,,"0,01652",,,"125,9",,
14486.5,"145,1",,,"0,01387",,,"145,1",,
14488.5,"168,1",,,"0,01151",,,"168,1",,
14490.4,"192,9",,,"0,00962",,,"192,9",,
14492.3,"220,8",,,"0,00802",,,"220,8",,
14494.2,"252,3",,,"0,006671",,,"252,3",,
14496.2,"289,7",,,"0,005481",,,"289,6",,
14498.1,"329,5",,,"0,004537",,,"329,5",,
14500,"374,1",,,"0,003747",,,"374,1",,
14501.9,"423,8",,,"0,003087",,,"423,8",,
14503.8,"479,2",,,"0,002537",,,"479,2",,
14505.8,544,,,"0,002059",,,544,,
14507.7,"612,5",,,"0,001684",,,"612,5",,
14509.6,"688,1",,,"0,001374",,,"688,1",,
14511.5,"771,5",,,"0,001119",,,"771,5",,
14513.5,"868,4",,,"0,000899",,,"868,4",,
